initialize try : 568 using wifi param to init
init param 1 : 0	init param 2 : -1725	init param 3 : 1000	init param 4 : 2000	init param 5 : 600	init param 6 : 2190	init param 7 : 1480	init param 8 : 1	init param 9 : 1050	init param 10 : 3000	



mode = 1



2056	2713	1149
2066	2736	736
2043	2723	739
2074	2716	740
2058	2725	742
2046	2675	744
2064	2726	744
2076	2790	744
2070	2746	744
2066	2746	745
2073	2736	745
2067	2753	744
2074	2741	744
2077	2741	741
2077	2761	742
2092	2753	7
2087	2767	706
2095	2771	707
2087	2778	709
2082	2794	711
2088	2816	714
2076	2858	718
2070	2879	718
2072	2893	718
2053	2925	716
2036	2945	713
2045	2971	709
2028	3005	703
2016	3032	695
2026	3045	687
2022	3094	675
1990	3096	661
1998	3156	649
1972	3162	632
1956	3206	621
1954	3241	601
1951	3273	586
1939	3295	569
1946	3321	555
1914	3359	537
1923	3377	521
1915	3418	497
1896	3453	486
1877	3480	491
1872	3517	498
1870	3571	508
1870	3578	515
1863	3607	519
1837	3632	523
1831	3624	526
1835	3650	528
1820	3662	530
1825	3692	532
1815	3700	532
1794	3730	533
1784	3747	533
1780	3761	533
1787	3772	533
1764	3781	533
1762	3772	533
1736	3775	531
1742	3771	530
1737	3780	528
1714	3773	527
1700	3790	526
1688	3786	525
1689	3800	522
1688	3793	520
1669	3784	518
1637	3787	517
1655	3793	515
1654	3783	520
1629	3790	512
1654	3783	504
1629	3784	513
1596	3791	519
1602	3787	525
1585	3775	529
1580	3785	535
1570	3787	539
1574	3783	543
1547	3793	546
1564	3793	554
1541	3788	559
1523	3791	566
1504	3808	570
1533	3776	577
1516	3778	584
1499	3785	589
1469	3792	595
1472	3783	601
1472	3791	606
1468	3790	613
1447	3784	616
1451	3763	621
1431	3777	626
1418	3796	629
1414	3780	636
1408	3781	639
1388	3778	643
1391	3778	644
1374	3774	651
1375	3783	657
1356	3777	665
1358	3776	673
1343	3784	678
1350	3775	686
1323	3781	692
1322	3789	697
1309	3783	702
1297	3797	709
1301	3804	715
1284	3799	720
1285	3778	724
1262	3786	728
1248	3793	734
1247	3782	740
1243	3771	744
1229	3775	749
1224	3769	750
1200	3771	756
1209	3783	762
1208	3796	764
1222	3777	769
1165	3798	774
1183	3775	775
1175	3772	780
1177	3793	784
1156	3801	787
1151	3794	791
1140	3805	794
1138	3798	798
1143	3781	800
1120	3768	804
1121	3790	806
1085	3778	808
1094	3792	812
1094	3781	813
1081	3782	815
1070	3784	818
1055	3789	820
1058	3788	821
1054	3799	822
1030	3784	823
1043	3786	824
1035	3783	825
1022	3776	825
1022	3784	825
1018	3786	823
1015	3786	825
1041	3792	825
1014	3782	824
1023	3773	825
1035	3793	826
1017	3776	825
1033	3779	825
1023	3797	823
1036	3775	824
1043	3784	822
1045	3784	822
1050	3791	819
1058	3799	820
1076	3781	819
1065	3783	818
1082	3778	817
1080	3802	813
1104	3783	813
1110	3775	810
1117	3783	810
1113	3790	810
1129	3796	806
1129	3779	801
1143	3806	801
1149	3786	797
1154	3767	795
1170	3781	792
1164	3781	788
1168	3791	786
1178	3774	785
1180	3785	779
1215	3792	776
1195	3786	772
1210	3779	769
1234	3783	765
1235	3789	760
1237	3787	757
1240	3791	753
1233	3789	750
1242	3786	745
1264	3775	741
1262	3791	738
1272	3795	733
1293	3775	730
1293	3787	725
1308	3775	720
1315	3777	715
1319	3777	711
1325	3789	707
1317	3804	701
1343	3785	695
1341	3793	693
1361	3793	686
1378	3796	682
1366	3786	677
1355	3779	673
1372	3808	668
1382	3776	658
1402	3783	653
1419	3789	649
1416	3789	647
1418	3774	644
1441	3776	639
1440	3795	636
1442	3798	633
1446	3780	629
1454	3788	625
1472	3770	622
1470	3784	617
1470	3801	613
1485	3791	610
1484	3781	605
1505	3781	602
1515	3791	595
1528	3783	591
1530	3801	585
1529	3789	580
1531	3786	574
1548	3771	569
1555	3789	564
1544	3780	560
1552	3782	554
1575	3796	550
1580	3779	546
1580	3773	542
1591	3784	540
1597	3769	534
1605	3811	531
1616	3795	526
1616	3793	523
1635	3793	518
1648	3782	511
1648	3789	502
1667	3777	515
1648	3792	520
1682	3760	518
1690	3793	515
1680	3779	517
1701	3786	518
1695	3781	520
1709	3803	522
1713	3775	523
1728	3785	524
1733	3789	526
1737	3788	527
1753	3778	528
1743	3781	530
1767	3799	531
1773	3786	532
1783	3770	532
1776	3780	534
1788	3780	535
1798	3770	535
1803	3779	536
1806	3782	536
1843	3797	537
1833	3791	538
1852	3784	538
1854	3795	539
1863	3777	539
1857	3789	540
1871	3813	541
1874	3791	542
1878	3775	543
1877	3799	544
1912	3784	544
1914	3798	545
1904	3782	546
1914	3783	546
1931	3792	547
1919	3767	547
1930	3784	548
1948	3786	548
1949	3786	549
1964	3784	549
1963	3770	549
1981	3794	549
1978	3778	550
1993	3781	549
2002	3797	549
2016	3773	549
2018	3786	549
2028	3768	549
2034	3770	548
2050	3801	548
2020	3792	547
2035	3769	547
2052	3770	547
2049	3792	546
2080	3798	545
2075	3778	545
2102	3784	544
2086	3779	544
2113	3802	544
2104	3793	542
2115	3784	541
2132	3801	541
2142	3797	539
2155	3791	538
2156	3783	537
2167	3803	536
2174	3791	534
2192	3774	533
2175	3811	532
2190	3792	530
2203	3776	529
2221	3777	527
2213	3792	526
2223	3783	526
2223	3774	523
2215	3779	522
2243	3779	520
2249	3805	520
2259	3787	0
2267	3789	560
2263	3775	569
2279	3785	581
2297	3788	587
2285	3761	594
2300	3772	596
2294	3798	600
2319	3791	602
2323	3786	604
2329	3768	606
2333	3808	606
2356	3777	607
2358	3783	608
2359	3796	608
2392	3806	608
2392	3800	607
2386	3775	606
2392	3789	605
2369	3781	602
2413	3784	600
2407	3775	598
2419	3803	594
2427	3775	590
2452	3777	585
2434	3782	578
2468	3790	569
2469	3790	529
2459	3786	536
2478	3785	543
2475	3792	924
2492	3777	550
2485	3777	551
2501	3784	556
2506	3770	558
2518	3805	563
2526	3788	567
2537	3777	570
2544	3779	574
2563	3786	577
2531	3780	582
2555	3796	587
2564	3797	591
2579	3790	595
2571	3774	600
2594	3790	604
2587	3778	608
2611	3783	612
2610	3786	615
2615	3778	618
2632	3785	621
2622	3782	625
2634	3791	628
2648	3774	632
2645	3786	635
2650	3788	636
2665	3778	639
2687	3789	641
2665	3786	644
2685	3786	646
2674	3787	648
2695	3790	653
2677	3776	656
2696	3769	659
2711	3787	661
2716	3778	664
2733	3784	666
2710	3789	670
2737	3791	673
2732	3786	675
2758	3783	679
2757	3778	681
2777	3791	684
2768	3801	687
2760	3775	691
2785	3793	693
2788	3778	695
2793	3778	698
2800	3789	702
2808	3782	705
2807	3795	707
2808	3774	710
2827	3780	711
2829	3789	715
2846	3790	717
