initialize try : 46 using wifi param to init
init param 1 : 0	init param 2 : -1725	init param 3 : 1000	init param 4 : 2000	init param 5 : 600	init param 6 : 2190	init param 7 : 1475	init param 8 : 0	init param 9 : 0	init param 10 : 0	
1320	2812	900
1330	2820	902
1344	2828	903
1333	2844	903
1320	2836	901
1349	2835	902
1339	2820	901
1331	2872	901
1339	2829	901
1348	2843	903
1362	2853	903
1340	2825	902
1352	2854	903
1371	2850	903
1333	2856	901
1373	2855	90
1362	2852	900
1377	2868	902
1354	2869	901
1356	2870	901
1376	2884	900
1372	2914	899
1393	2955	897
1374	2954	894
1378	3010	884
1374	3025	872
1383	3061	860
1365	3091	841
1392	3114	823
1367	3155	795
1369	3184	764
1369	3194	740
1396	3238	707
1386	3254	687
1380	3289	664
1382	3327	645
1372	3362	619
1378	3395	597
1375	3424	674
1374	3453	542
1402	3502	510
1375	3528	532
1370	3559	520
1370	3597	506
1379	3600	526
1389	3650	529
1384	3653	536
1371	3690	541
1409	3704	543
1368	3723	543
1364	3739	540
1382	3761	540
1379	3758	541
1360	3764	542
1388	3764	542
1388	3769	541
1367	3789	540
1395	3780	541
1368	3789	541
1363	3788	542
1379	3781	541
1379	3784	542
1393	3802	542
1385	3785	542
1393	3786	541
1382	3772	542
1370	3790	542
1380	3786	542
1373	3780	542
1371	3777	542
1377	3784	542
1391	3790	541
1378	3789	542
1387	3788	542
1360	3782	542
1368	3787	542
1378	3787	542
1369	3793	542
1375	3781	542
1367	3784	542
1390	3796	542
1376	3781	542
1382	3780	542
1381	3795	542
1367	3793	542
1376	3783	542
1365	3791	542
1376	3762	542
1382	3793	542
1372	3789	543
1386	3792	542
1383	3777	543
1369	3775	542
1373	3780	542
1372	3777	542
1381	3788	542
1376	3795	542
1367	3783	542
1380	3775	542
1378	3778	542
1339	3799	542
1363	3775	542
1378	3783	542
1380	3772	542
1372	3753	542
1374	3793	542
1377	3755	542
1366	3794	542
1390	3784	542
1355	3776	542
1380	3793	542
1377	3780	542
1386	3780	542
1371	3782	634
1381	3801	542
1375	3785	542
1364	3781	542
1367	3775	542
1365	3771	542
1366	3785	542
1379	3779	542
1358	3806	542
1375	3765	543
1383	3787	542
1353	3767	542
1386	3785	542
1378	3787	542
1353	3784	542
1392	3773	542
1375	3794	542
1385	3789	542
1367	3784	542
1393	3783	542
1375	3783	542
1385	3778	542
1376	3787	542
1380	3781	542
1373	3785	542
1387	3787	542
1379	3797	542
1393	3798	542
1371	3796	542
1383	3786	542
1391	3785	542
1392	3791	542
1382	3787	542
1382	3776	542
1393	3778	542
1384	3783	543
1379	3783	542
1379	3784	542
1373	3786	542
1394	3794	542
1372	3804	542
1375	3790	543
1377	3782	542
1385	3780	542
1376	3767	542
1373	3781	542
1369	3780	542
1378	3790	542
1390	3770	542
1388	3806	542
1365	3790	542
1383	3775	542
1380	3790	542
1378	3799	542
1372	3799	542
1395	3791	542
1367	3807	542
1366	3786	542
1381	3792	542
1369	3782	542
1392	3783	542
1378	3790	542
1376	3779	542
1367	3775	542
1382	3795	542
1386	3786	542
1382	3767	542
1368	3787	542
1374	3780	542
1378	3808	542
1378	3804	542
1364	3784	542
1376	3783	542
1379	3783	542
1372	3794	542
1378	3762	542
1375	3785	542
1386	3784	542
1371	3776	542
1382	3775	542
1365	3777	542
1379	3787	542
1362	3774	542
1384	3792	542
1357	3787	542
1364	3803	542
1382	3785	542
1377	3785	542
1368	3786	542
1378	3786	542
1378	3785	542
1363	3788	542
1377	3801	542
1394	3776	542
1389	3786	542
1386	3783	542
1383	3780	542
1363	3786	542
1360	3777	542
1390	3782	542
1366	3777	542
1388	3766	542
1379	3789	542
1377	3787	721
1376	3804	542
1377	3774	543
1369	3784	542
1386	3787	542
1378	3789	542
1364	3798	542
1356	3785	542
1380	3770	542
1374	3777	542
1385	3784	542
1365	3770	542
1386	3785	542
1382	3796	542
1374	3779	542
1350	3791	542
1375	3788	542
1383	3784	542
1368	3791	542
1371	3794	542
1387	3783	542
1369	3785	543
1386	3806	542
1378	3797	542
1368	3766	542
1357	3804	542
1365	3770	542
1369	3786	542
1395	3778	542
1414	3795	542
1376	3778	542
1383	3798	542
1385	3784	542
1369	3793	542
1380	3771	543
1361	3781	542
1384	3780	542
1378	3784	542
1393	3776	542
1380	3783	543
1356	3795	542
1364	3770	542
1378	3791	542
1378	3784	542
1374	3794	542
1377	3788	542
1371	3783	542
1383	3774	542
1380	3779	542
1377	3777	542
1365	3784	542
1383	3775	542
1327	3795	542
1368	3779	542
1381	3784	542
1368	3792	543
