try again after 1s: 
initialize try : 127 using wifi param to init
init param 1 : 0	init param 2 : -1725	init param 3 : 1000	init param 4 : 2000	init param 5 : 600	init param 6 : 2190	init param 7 : 1475	init param 8 : 2	init param 9 : 130	init param 10 : 1625	
1145	2230	1170
1160	2533	326
1157	2545	325
1156	2534	326
1149	2532	326
1153	2527	326
1155	2534	327
1143	2560	327
1153	2549	327
1158	2553	326
1157	2563	326
1152	2574	325
1163	2574	325
1173	2578	325
1167	2564	323
1153	2577	3
1158	2582	598
1137	2579	791
1155	2586	811
1151	2630	830
1155	2622	843
1140	2681	860
1145	2725	871
1144	2756	884
1150	2791	893
1159	2822	898
1165	2835	903
1147	2884	904
1148	2900	903
1145	2928	899
1156	2963	892
1113	2981	883
1150	3032	869
1151	3058	857
1151	3098	836
1138	3111	812
1146	3151	790
1145	3194	759
1152	3230	734
1135	3249	699
1147	3269	679
1154	3293	654
1149	3306	635
1131	3320	623
1147	3318	607
1152	3340	597
1164	3336	589
1135	3332	586
1142	3322	585
1136	3322	584
1137	3309	587
1143	3302	591
1145	3302	594
1144	3298	601
1141	3292	606
1146	3275	616
1144	3263	624
1147	3250	633
1146	3238	641
1145	3232	649
1142	3211	659
1127	3221	666
1147	3210	676
1145	3190	684
1126	3190	696
1138	3173	706
1126	3161	713
1130	3149	723
1124	3140	729
1133	3111	738
1142	3138	748
1123	3087	756
1138	3072	766
1127	3031	774
1138	3049	783
1123	3071	792
1138	3017	797
1111	3015	807
1127	2999	814
1118	2991	821
1133	2992	829
1118	2972	834
1116	2959	839
1130	2957	843
1142	2948	849
1123	2957	853
1115	2925	858
1130	2913	862
1122	2899	866
1129	2904	871
1112	2871	876
1123	2878	879
1121	2855	884
1108	2861	886
1112	2854	890
1107	2830	892
1098	2814	894
1130	2812	897
1113	2806	899
1130	2793	900
1131	2761	902
1125	2775	902

1102	2774	901
1124	2737	902
1110	2743	904
1117	2717	902
1116	2733	904
1102	2696	901
1119	2688	900
1094	2681	899
1114	2677	897
1119	2648	893
1096	2638	891
1110	2635	886
1112	2614	883
1121	2641	878
1110	2595	869
1110	2603	864
1099	2582	857
1103	2567	848
1111	2571	844
1103	2549	840
1095	2545	836
1098	2545	829
1099	2541	822
1105	2500	816
1107	2520	810
1108	2509	803
1101	2503	796
1100	2459	787
1092	2474	781
1088	2467	773
1099	2439	766
1078	2431	759
1092	2411	752
1088	2425	746
1077	2399	738
1105	2408	732
1096	2387	722
1095	2375	716
1102	2347	709
1094	2338	700
1096	2322	692
1094	2316	681
1088	2301	670
1099	2293	662
1087	2280	651
1113	2267	645
1094	2264	636
1070	2244	628
1097	2242	619
1101	2265	610
1096	2225	601
1085	2200	591
1103	2188	582
1091	2173	572
1070	2178	562
1077	2150	552
1077	2147	544
1073	2129	533
1093	2132	525
1087	2099	517
1069	2091	517
1081	2085	521
1099	2079	524
1079	2058	526
1066	2060	528
1074	2086	533
1071	2035	535
1074	2037	538
1067	1995	540
1084	1994	543
1040	1890	546
1039	1875	549
1047	1877	551
1029	1864	554
1025	1882	556
1051	1892	557
1026	1886	561
1026	1897	561
1011	1884	564
1039	1900	565
1020	1885	567
1026	1898	570
1022	1902	571
1033	1881	573
1031	1894	575
1038	1890	577
1041	1893	580
1043	1889	582
1024	1911	583
1013	1916	584
1017	1936	583
1031	1945	582
1013	1959	581
998	1994	580
1012	1998	577
1015	2049	574
1008	2061	569
1018	2091	565
1022	2096	559
1020	2112	555
1015	2141	549
1008	2176	545
1014	2200	538
1015	2215	537
1018	2223	553
1002	2233	572
1010	2266	585
1021	2258	603
1004	2296	616
1013	2315	630
1033	2320	639
1005	2327	651
1015	2348	658
996	2339	669
1012	2356	681
1014	2378	689
1018	2390	697
1015	2420	704
1007	2411	714
1002	2417	720
1013	2440	729
1004	2445	736
1017	2446	742
1013	2466	751
1012	2462	756
1009	2473	763
1002	2484	771
999	2493	776
1011	2524	785
994	2542	790
1003	2550	797
1011	2549	805
995	2560	809
999	2567	816
1009	2559	821
1015	2567	826
1000	2578	835
995	2587	838
990	2598	844
994	2612	849
998	2642	854
997	2630	860
990	2646	864
989	2657	871
985	2686	876
990	2697	879
997	2700	881
997	2712	886
1000	2720	890
991	2726	891
1005	2744	895
978	2734	896
1001	2774	898
1003	2785	901
999	2776	902
992	2801	903
992	2820	904
974	2836	905
988	2781	904
977	2839	905
989	2849	903
982	2876	902
996	2875	902
987	2882	900
979	2884	898
970	2904	897
986	2907	894
988	2923	891
989	2939	887
995	2944	883
981	2946	879
984	2960	874
990	2972	869
994	2983	864
980	3000	856
981	3001	849
989	3015	843
993	3041	834
980	3045	829
977	3048	821
965	3046	812
972	3056	807
969	3069	800
982	3087	794
971	3088	789
981	3113	783
961	3105	778
975	3124	769
979	3134	764
941	3139	755
973	3155	747
973	3166	740
965	3174	732
974	3191	726
961	3187	719
958	3198	713
974	3216	705
966	3211	697
979	3233	690
975	3228	681
964	3249	674
958	3268	662
965	3269	655
973	3282	647
971	3288	638
977	3294	632
955	3317	622
977	3335	613
968	3327	604
984	3334	597
954	3365	587
956	3371	579
940	3391	569
955	3377	563
958	3398	553
967	3408	839
949	3435	534
955	3440	525
951	3466	524
949	3471	527
947	3484	753
938	3481	534
963	3500	538
942	3516	539
952	3531	542
960	3532	545
941	3557	546
933	3559	549
939	3555	552
950	3577	554
919	3587	556
940	3605	558
952	3618	560
944	3627	562
934	3626	564
935	3643	565
961	3629	567
941	3655	568
960	3660	569
949	3671	570
942	3717	571
908	3783	572
915	3782	573
912	3784	574
898	3776	575
894	3769	575
924	3777	576
917	3786	577
912	3792	578
919	3780	579
914	3795	580
904	3758	580
906	3792	581
901	3786	582
899	3776	583
911	3778	584
893	3780	585
918	3776	585
883	3759	585
874	3738	586
890	3729	586
891	3706	587
887	3696	586
889	3678	585
885	3657	584
890	3630	584
895	3650	582
878	3623	580
886	3598	580
878	3590	579
878	3587	576
895	3556	574
885	3539	572
887	3542	569
883	3520	567
897	3516	564
872	3499	561
878	3493	558
894	3480	557
886	3446	552
888	3449	549
901	3423	547
878	3410	543
887	3391	540
887	3380	536
884	3368	533
902	3364	543
888	3348	551
876	3328	563
886	3319	569
885	3311	580
874	3304	588
874	3281	600
882	3283	611
858	3279	619
875	3259	629
885	3247	637
891	3239	646
879	3217	653
868	3207	663
883	3191	674
889	3192	682
877	3168	693
870	3169	700
853	3158	709
874	3140	716
861	3136	725
871	3131	732
866	3117	738
850	3108	747
862	3097	754
879	3091	765
889	3066	771
870	3072	779
873	3054	789
884	3048	794
873	3031	800
866	3039	808
875	3019	814
865	2990	820
879	2986	826
866	2978	832
880	2971	839
870	2950	845
885	2953	851
862	2945	854
881	2927	859
888	2925	865
866	2910	868
874	2890	872
867	2887	876
869	2888	880
859	2871	883
874	2860	886
848	2843	889
868	2829	891
